hmdb_id,metabolite,smiles,inchikey,status
HMDB0033944,2-Phenylethanol,OCCC1=CC=CC=C1,WRMNZCZEMHIOCP-UHFFFAOYSA-N,quantified
HMDB0034168,Toluene,CC1=CC=CC=C1,YXFVVABEGXRONW-UHFFFAOYSA-N,quantified
HMDB0034220,Levoinositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,CDAISMWEOUEBRE-SHFUYGGZSA-N,detected
HMDB0034233,2-Butenal,C\C=C\C=O,MLUCVPSAIODCQM-NSCUHMNNSA-N,detected
HMDB0034235,2-Pentanone,CCCC(C)=O,XNLICIUVMPYHGG-UHFFFAOYSA-N,quantified
HMDB0034240,Styrene,C=CC1=CC=CC=C1,PPBRXRYQALVLMV-UHFFFAOYSA-N,quantified
HMDB0035226,2-Acetyl-5-methylfuran,CC(=O)C1=CC=C(C)O1,KEFJLCGVTHRGAH-UHFFFAOYSA-N,detected
HMDB0035238,Methyl hexanoate,CCCCCC(=O)OC,NUKZAGXMHTUAFE-UHFFFAOYSA-N,detected
HMDB0035289,"2,5-Dimethylpyrazine",CC1=CN=C(C)C=N1,LCZUOKDVTBMCMX-UHFFFAOYSA-N,detected
HMDB0035619,alpha-Carene,CC1=CCC2C(C1)C2(C)C,BQOFWKZOCNGFEC-UHFFFAOYSA-N,detected
HMDB0035765,p-Menthan-3-ol,CC(C)C1CCC(C)CC1O,NOOLISFMXDJSKH-UHFFFAOYSA-N,detected
HMDB0035850,alpha-Phellandrene,CC(C)C1CC=C(C)C=C1,OGLDWXZKYODSOB-UHFFFAOYSA-N,detected
HMDB0035915,Sulcatone,CC(C)=CCCC(C)=O,UHEPJGULSIKKTP-UHFFFAOYSA-N,quantified
HMDB0035924,Pyrrole,N1C=CC=C1,KAESVJOAVNADME-UHFFFAOYSA-N,detected
HMDB0036081,beta-Phellandrene,CC(C)C1CCC(=C)C=C1,LFJQCDVYDGGFCH-UHFFFAOYSA-N,detected
HMDB0036100,"3,7-Dimethyl-1,6-octadien-3-ol",CC(C)=CCCC(C)(O)C=C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,detected
HMDB0036209,Propyl 2-methylpropanoate,CCCOC(=O)C(C)C,AZFUASHXSOTBNU-UHFFFAOYSA-N,detected
HMDB0036413,alpha-Cubebene,[H][C@]12[C@@H](CC[C@@H](C)[C@]11CC=C(C)[C@]21[H])C(C)C,XUEHVOLRMXNRKQ-KHMAMNHCSA-N,quantified
HMDB0036467,alpha-Humulene,C\C1=C/CC(C)(C)\C=C\C\C(C)=C\CC1,FAMPSKZZVDUYOS-HRGUGZIWSA-N,detected
HMDB0036574,Carbon disulfide,S=C=S,QGJOPFRUJISHPQ-UHFFFAOYSA-N,quantified
HMDB0036792,beta-Caryophyllene,[H][C@]12CC(C)(C)[C@]1([H])CC\C(C)=C\CCC2=C,NPNUFJAVOOONJE-GFUGXAQUSA-N,detected
HMDB0036994,Terpinolene,CC(C)=C1CCC(C)=CC1,MOYAFQVGZZPNRA-UHFFFAOYSA-N,detected
HMDB0037020,p-Menthan-1-ol,CC(C)C1CCC(C)(O)CC1,CMLYGGFIXXLYQT-UHFFFAOYSA-N,detected
HMDB0037050,1-Isopropyl-2-methylbenzene,CC(C)C1=CC=CC=C1C,WWRCMNKATXZARA-UHFFFAOYSA-N,detected
HMDB0037051,1-Isopropyl-3-methylbenzene,CC(C)C1=CC=CC(C)=C1,XCYJPXQACVEIOS-UHFFFAOYSA-N,detected
HMDB0039095,Pentyl acetate,CCCCCOC(C)=O,PGMYKACGEOXYJE-UHFFFAOYSA-N,detected
HMDB0039618,Propyl butyrate,CCCOC(=O)CCC,HUAZGNHGCJGYNP-UHFFFAOYSA-N,quantified
HMDB0039620,Butyl butyrate,CCCCOC(=O)CCC,XUPYJHCZDLZNFP-UHFFFAOYSA-N,detected
HMDB0039843,S-Methyl 3-methylthiobutyrate,CSC(=O)CC(C)C,MPLWTJZAFOVXKP-UHFFFAOYSA-N,detected
HMDB0040272,2-Butylfuran,CCCCC1=CC=CO1,NWZIYQNUCXUJJJ-UHFFFAOYSA-N,detected
HMDB0040297,Ethyl pentanoate,CCCCC(=O)OCC,ICMAFTSLXCXHRK-UHFFFAOYSA-N,quantified
HMDB0040726,(±)-cis-Linalyl oxide,CC(C)(O)[C@H]1CC[C@](C)(O1)C=C,BRHDDEIRQPDPMG-PSASIEDQSA-N,detected
HMDB0041389,Methyl 2-propenyl disulfide,CSSCC=C,XNZOTQPMYMCTBZ-UHFFFAOYSA-N,detected
HMDB0041971,P-Dichlorobenzene,ClC1=CC=C(Cl)C=C1,OCJBOOLMMGQPQU-UHFFFAOYSA-N,quantified
HMDB0059732,2-(2-Phenylacetoxy)propionylglycine,CCC(=O)NC(OC(=O)CC1=CC=CC=C1)C(O)=O,CFIIOIQADIQNGQ-UHFFFAOYSA-N,detected
HMDB0059773,S-3-oxodecanoyl cysteamine,CCCCCCCC(=O)CC(=O)SCCN,LGPPHMDEKCAPLE-UHFFFAOYSA-N,detected
HMDB0059810,m-Xylene,CC1=CC(C)=CC=C1,IVSZLXZYQVIEFR-UHFFFAOYSA-N,quantified
HMDB0059835,Nonanal,CCCCCCCCC=O,GYHFUZHODSMOHU-UHFFFAOYSA-N,quantified
HMDB0059848,m-Ethyl_toluene,[H]C1=C([H])C(=C([H])C(=C1[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],ZLCSFXXPPANWQY-UHFFFAOYSA-N,detected
HMDB0059851,o-Xylene,CC1=CC=CC=C1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,quantified
HMDB0059899,alpha-Methylstyrene,CC(=C)C1=CC=CC=C1,XYLMUPLGERFSHI-UHFFFAOYSA-N,detected
HMDB0059901,Hemimellitene,CC1=CC=CC(C)=C1C,FYGHSUNMUKGBRK-UHFFFAOYSA-N,detected
HMDB0059905,Ethylbenzene,CCC1=CC=CC=C1,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,quantified
HMDB0059907,Tetradecane,CCCCCCCCCCCCCC,BGHCVCJVXZWKCC-UHFFFAOYSA-N,quantified
HMDB0059924,p-Xylene,CC1=CC=C(C)C=C1,URLKBWYHVLBVBO-UHFFFAOYSA-N,detected
HMDB0060602,N-acetyl-5-aminosalicylic acid,CC(=O)NC1=CC=C(O)C(=C1)C(O)=O,GEFDRROBUCULOD-UHFFFAOYSA-N,detected
HMDB0061851,alpha-Copaene,CC(C)[C@@H]1CC[C@]2(C)[C@H]3CC=C(C)[C@@H]2[C@@H]13,VLXDPFLIRFYIME-BTFPBAQTSA-N,detected
HMDB0061869,Acetonitrile,CC#N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,detected
HMDB0061892,2-Heptene,[H]\C(C)=C(/[H])CCCC,OTTZHAVKAVGASB-HYXAFXHYSA-N,detected
HMDB0094666,Nonyl cyclopropane,CCCCCCCCCC1CC1,DTLFSMAJSOYMCO-UHFFFAOYSA-N,detected
