hmdb_id,metabolite,smiles,inchikey,disease,disease_std,pmids,n_pmids
HMDB0000033,Carnosine,NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O,CQOVPNPJLQNMDC-ZETCQYMHSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000033,Carnosine,NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O,CQOVPNPJLQNMDC-ZETCQYMHSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000034,Adenine,NC1=C2NC=NC2=NC=N1,GFFGJBXGBJISGV-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000034,Adenine,NC1=C2NC=NC2=NC=N1,GFFGJBXGBJISGV-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000036,Taurocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,WBWWGRHZICKQGZ-HZAMXZRMSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000036,Taurocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,WBWWGRHZICKQGZ-HZAMXZRMSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000039,Butyric acid,CCCC(O)=O,FERIUCNNQQJTOY-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000039,Butyric acid,CCCC(O)=O,FERIUCNNQQJTOY-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000039,Butyric acid,CCCC(O)=O,FERIUCNNQQJTOY-UHFFFAOYSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000042,Acetic acid,CC(O)=O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,Multiple sclerosis,Multiple Sclerosis,17611627|15061359|15576852|12938853|7707089|17384003|10609336|16244395|11985629|10577274|20347721|20541774|20374079|18562510|16244396,15
HMDB0000042,Acetic acid,CC(O)=O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000042,Acetic acid,CC(O)=O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000043,Betaine,C[N+](C)(C)CC(O)=O,KWIUHFFTVRNATP-UHFFFAOYSA-O,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000043,Betaine,C[N+](C)(C)CC(O)=O,KWIUHFFTVRNATP-UHFFFAOYSA-O,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000045,Adenosine monophosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,UDMBCSSLTHHNCD-KQYNXXCUSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000045,Adenosine monophosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,UDMBCSSLTHHNCD-KQYNXXCUSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000050,Adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000050,Adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000053,Androstenedione,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,AEMFNILZOJDQLW-QAGGRKNESA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000054,Bilirubin,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1,BPYKTIZUTYGOLE-IFADSCNNSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000056,beta-Alanine,NCCC(O)=O,UCMIRNVEIXFBKS-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000056,beta-Alanine,NCCC(O)=O,UCMIRNVEIXFBKS-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000058,Cyclic AMP,[H][C@@]12COP(O)(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C=NC2=C1N=CN=C2N,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000058,Cyclic AMP,[H][C@@]12COP(O)(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C=NC2=C1N=CN=C2N,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000060,Acetoacetic acid,CC(=O)CC(O)=O,WDJHALXBUFZDSR-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000060,Acetoacetic acid,CC(=O)CC(O)=O,WDJHALXBUFZDSR-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000063,Cortisol,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,JYGXADMDTFJGBT-VWUMJDOOSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000064,Creatine,CN(CC(O)=O)C(N)=N,CVSVTCORWBXHQV-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000064,Creatine,CN(CC(O)=O)C(N)=N,CVSVTCORWBXHQV-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000067,Cholesterol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,HVYWMOMLDIMFJA-DPAQBDIFSA-N,Multiple sclerosis,Multiple Sclerosis,17611627|15061359|15576852|12938853|7707089|17384003|10609336|16244395|11985629|10577274|20347721|20541774|20374079|18562510|16244396,15
HMDB0000067,Cholesterol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,HVYWMOMLDIMFJA-DPAQBDIFSA-N,Inflammatory bowel disease,Inflammatory Bowel Disease,26848182|27609529,2
HMDB0000077,Dehydroepiandrosterone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,FMGSKLZLMKYGDP-USOAJAOKSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000087,Dimethylamine,CNC,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Diabetes mellitus type 1,Type 1 Diabetes,12067838|22279428|16452910,3
HMDB0000089,Cytidine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UHDGCWIWMRVCDJ-XVFCMESISA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000089,Cytidine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UHDGCWIWMRVCDJ-XVFCMESISA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000092,Dimethylglycine,CN(C)CC(O)=O,FFDGPVCHZBVARC-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000092,Dimethylglycine,CN(C)CC(O)=O,FFDGPVCHZBVARC-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000094,Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000094,Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000094,Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,Diabetes mellitus type 1,Type 1 Diabetes,12067838|22279428|16452910,3
HMDB0000097,Choline,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000097,Choline,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000097,Choline,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000098,D-Xylose,O[C@@H]1COC(O)[C@H](O)[C@H]1O,SRBFZHDQGSBBOR-IOVATXLUSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000099,L-Cystathionine,N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O,ILRYLPWNYFXEMH-WHFBIAKZSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000099,L-Cystathionine,N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O,ILRYLPWNYFXEMH-WHFBIAKZSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000108,Ethanol,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000108,Ethanol,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17314143|17269711|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000112,gamma-Aminobutyric acid,NCCCC(O)=O,BTCSSZJGUNDROE-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000112,gamma-Aminobutyric acid,NCCCC(O)=O,BTCSSZJGUNDROE-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000112,gamma-Aminobutyric acid,NCCCC(O)=O,BTCSSZJGUNDROE-UHFFFAOYSA-N,Diabetes mellitus type 1,Type 1 Diabetes,12067838|22279428|16452910,3
HMDB0000121,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,OVBPIULPVIDEAO-LBPRGKRZSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000122,D-Glucose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-VFUOTHLCSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000122,D-Glucose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-VFUOTHLCSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000122,D-Glucose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-VFUOTHLCSA-N,Diabetes mellitus type 1,Type 1 Diabetes,12067838|22279428|16452910,3
HMDB0000123,Glycine,NCC(O)=O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000123,Glycine,NCC(O)=O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000125,Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,RWSXRVCMGQZWBV-WDSKDSINSA-N,Multiple sclerosis,Multiple Sclerosis,17611627|15061359|15576852|12938853|7707089|17384003|10609336|16244395|11985629|10577274|20347721|20541774|20374079|18562510|16244396,15
HMDB0000128,Guanidoacetic acid,NC(=N)NCC(O)=O,BPMFZUMJYQTVII-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000128,Guanidoacetic acid,NC(=N)NCC(O)=O,BPMFZUMJYQTVII-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000130,Homogentisic acid,OC(=O)CC1=C(O)C=CC(O)=C1,IGMNYECMUMZDDF-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000130,Homogentisic acid,OC(=O)CC1=C(O)C=CC(O)=C1,IGMNYECMUMZDDF-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000131,Glycerol,OCC(O)CO,PEDCQBHIVMGVHV-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000131,Glycerol,OCC(O)CO,PEDCQBHIVMGVHV-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000133,Guanosine,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,NYHBQMYGNKIUIF-UUOKFMHZSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000133,Guanosine,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,NYHBQMYGNKIUIF-UUOKFMHZSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000134,Fumaric acid,OC(=O)\C=C\C(O)=O,VZCYOOQTPOCHFL-OWOJBTEDSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000138,Glycocholic acid,C[C@H](CCC(O)=NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-FRVQLJSFSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000138,Glycocholic acid,C[C@H](CCC(O)=NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-FRVQLJSFSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000139,Glyceric acid,OC[C@@H](O)C(O)=O,RBNPOMFGQQGHHO-UWTATZPHSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000139,Glyceric acid,OC[C@@H](O)C(O)=O,RBNPOMFGQQGHHO-UWTATZPHSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17314143|17269711|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000142,Formic acid,OC=O,BDAGIHXWWSANSR-UHFFFAOYSA-N,Diabetes mellitus type 1,Type 1 Diabetes,12067838|22279428|16452910,3
HMDB0000142,Formic acid,OC=O,BDAGIHXWWSANSR-UHFFFAOYSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,16277678|10361015|6589104|15338487|15249323,5
HMDB0000148,L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,WHUUTDBJXJRKMK-VKHMYHEASA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000148,L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,WHUUTDBJXJRKMK-VKHMYHEASA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000149,Ethanolamine,NCCO,HZAXFHJVJLSVMW-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000157,Hypoxanthine,OC1=NC=NC2=C1NC=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000157,Hypoxanthine,OC1=NC=NC2=C1NC=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000157,Hypoxanthine,OC1=NC=NC2=C1NC=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000158,L-Tyrosine,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,OUYCCCASQSFEME-QMMMGPOBSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000158,L-Tyrosine,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,OUYCCCASQSFEME-QMMMGPOBSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000159,L-Phenylalanine,N[C@@H](CC1=CC=CC=C1)C(O)=O,COLNVLDHVKWLRT-QMMMGPOBSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000159,L-Phenylalanine,N[C@@H](CC1=CC=CC=C1)C(O)=O,COLNVLDHVKWLRT-QMMMGPOBSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000159,L-Phenylalanine,N[C@@H](CC1=CC=CC=C1)C(O)=O,COLNVLDHVKWLRT-QMMMGPOBSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000161,L-Alanine,C[C@H](N)C(O)=O,QNAYBMKLOCPYGJ-REOHCLBHSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000161,L-Alanine,C[C@H](N)C(O)=O,QNAYBMKLOCPYGJ-REOHCLBHSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000161,L-Alanine,C[C@H](N)C(O)=O,QNAYBMKLOCPYGJ-REOHCLBHSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000162,L-Proline,OC(=O)[C@@H]1CCCN1,ONIBWKKTOPOVIA-BYPYZUCNSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000162,L-Proline,OC(=O)[C@@H]1CCCN1,ONIBWKKTOPOVIA-BYPYZUCNSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000162,L-Proline,OC(=O)[C@@H]1CCCN1,ONIBWKKTOPOVIA-BYPYZUCNSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000164,Methylamine,CN,BAVYZALUXZFZLV-UHFFFAOYSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000164,Methylamine,CN,BAVYZALUXZFZLV-UHFFFAOYSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17314143|17269711|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000167,L-Threonine,C[C@@H](O)[C@H](N)C(O)=O,AYFVYJQAPQTCCC-GBXIJSLDSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000167,L-Threonine,C[C@@H](O)[C@H](N)C(O)=O,AYFVYJQAPQTCCC-GBXIJSLDSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000167,L-Threonine,C[C@@H](O)[C@H](N)C(O)=O,AYFVYJQAPQTCCC-GBXIJSLDSA-N,Rheumatoid arthritis,Rheumatoid Arthritis,6589104|16277678|15338487|10361015|15249323,5
HMDB0000168,L-Asparagine,N[C@@H](CC(N)=O)C(O)=O,DCXYFEDJOCDNAF-REOHCLBHSA-N,Crohn's disease,Inflammatory Bowel Disease,16440420|11418788|8723414|19491857|17269711|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
HMDB0000168,L-Asparagine,N[C@@H](CC(N)=O)C(O)=O,DCXYFEDJOCDNAF-REOHCLBHSA-N,Ulcerative colitis,Inflammatory Bowel Disease,21059682|1740537|17269711|17314143|21761941|23516449|23867873|24811995|25598765|26806034|26848182|27609529|28842642,13
