hmdb_id,metabolite,smiles,status
HMDB0007079,DG(15:0/20:1(11Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,ok
HMDB0007103,"DG(16:0/18:2(9Z,12Z)/0:0)",[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,ok
HMDB0007175,"DG(18:0/22:2(13Z,16Z)/0:0)",[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC,ok
HMDB0007856,"LysoPA(18:2(9Z,12Z)/0:0)",CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(O)COP(O)(O)=O,ok
HMDB0008591,"PC(22:2(13Z,16Z)/14:1(9Z))",CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCC,ok
HMDB0010340,Retinyl beta-glucuronide,O[C@@H]1[C@@H](O)[C@H](OC\C=C(\C)/C=C/C=C(/C)\C=C\C2=C(C)CCCC2(C)C)O[C@H](C(O)=O)[C@H]1O,ok
HMDB0010576,"PG(16:0/18:3(6Z,9Z,12Z))",[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,ok
HMDB0010730,3-Oxotetradecanoic acid,CCCCCCCCCCCC(=O)CC(O)=O,ok
HMDB0011134,5-HETE,CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O,ok
HMDB0011144,LysoPA(O-18:0/0:0),CCCCCCCCCCCCCCCCCCOCC(O)COP(O)(O)=O,ok
HMDB0011154,LysoPA(P-16:0/0:0),CCCCCCCCCCCCCC\C=C/OC[C@](O)([H])COP(=O)(O)O,ok
HMDB0011469,2-Butanol,CCC(C)O,ok
HMDB0011478,"LysoPE(0:0/18:3(6Z,9Z,12Z))",[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,ok
HMDB0011500,LysoPE(14:0/0:0),[H][C@@](O)(COC(=O)CCCCCCCCCCCCC)COP(O)(=O)OCCN,ok
HMDB0011502,LysoPE(15:0/0:0),[H][C@@](O)(COC(=O)CCCCCCCCCCCCCC)COP(O)(=O)OCCN,ok
HMDB0011503,LysoPE(16:0/0:0),[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN,ok
HMDB0011635,p-Cresol sulfate,CC1=CC=C(OS(O)(=O)=O)C=C1,ok
HMDB0011738,N2-gamma-Glutamylglutamine,N[C@@H](CCC(=O)N[C@@H](CCC(N)=O)C(O)=O)C(O)=O,ok
HMDB0011749,2-Piperidinone,O=C1CCCCN1,ok
HMDB0012166,4alpha-Carboxy-5alpha-cholesta-8-en-3beta-ol,CC(C)CCCC(C)C1CCC2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@H](C1CC3)C(O)=O,ok
HMDB0012275,Phenylethylamine,NCCC1=CC=CC=C1,ok
HMDB0012798,5'-Carboxy-alpha-chromanol,CC(CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C)C(O)=O,ok
HMDB0012971,1-Hexanol,CCCCCCO,ok
HMDB0013036,1-Pentanol,CCCCCO,ok
HMDB0013627,Cervonoyl ethanolamide,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OCCO,ok
HMDB0013639,8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic acid,NCSCCC(S)CCCCC(O)=O,ok
HMDB0013695,Urolithin A,OC1=CC2=C(C=C1)C1=C(C=C(O)C=C1)C(=O)O2,ok
HMDB0013724,Thallium,Cl[Tl],ok
HMDB0013780,Dimethyl trisulfide,CSSSC,ok
HMDB0013785,Furan,O1C=CC=C1,ok
HMDB0013809,(E)-2-octenal,[H]C(=O)C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],ok
HMDB0013811,1-Nitroheptane,CCCCCCC[N+](O)=O,ok
HMDB0013824,2-Pentylfuran,CCCCCC1=CC=CO1,ok
HMDB0014389,Mesalazine,NC1=CC(C(O)=O)=C(O)C=C1,ok
HMDB0014447,Tranexamic Acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,ok
HMDB0015532,Zinc,[Zn++],failed: PaDEL-Descriptor encountered an error: PaDEL-Descriptor timed out during subprocess call
HMDB0028732,Asparaginylhydroxyproline,N[C@@H](CC(N)=O)C(=O)N1C[C@H](O)C[C@H]1C(O)=O,ok
HMDB0028757,Aspartyl-Leucine,CC(C)CC(NC(=O)C(N)CC(O)=O)C(O)=O,ok
HMDB0028805,Glutaminylproline,N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(O)=O,ok
HMDB0029106,Tyrosylhydroxyproline,N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1C[C@H](O)C[C@H]1C(O)=O,ok
HMDB0029147,N-gamma-Glutamylglutamine,N[C@@H](CCC(=O)NC(=O)CC[C@H](N)C(O)=O)C(O)=O,ok
HMDB0029167,2-Methyladipic acid,CC(CCCC(O)=O)C(O)=O,ok
HMDB0029595,Nonane,CCCCCCCCC,ok
HMDB0029596,Chloroform,ClC(Cl)Cl,ok
HMDB0029597,Cyclohexane,C1CCCCC1,ok
HMDB0029600,Hexane,CCCCCC,ok
HMDB0029603,Pentane,CCCCC,ok
HMDB0029638,4-Methylbenzaldehyde,CC1=CC=C(C=O)C=C1,ok
HMDB0029641,"p-Mentha-1,3,5,8-tetraene",CC(=C)C1=CC=C(C)C=C1,ok
HMDB0029728,2-Ethyl-5-methylfuran,CCC1=CC=C(C)O1,ok
HMDB0029751,Naphthalene,C1=CC2=CC=CC=C2C=C1,ok
HMDB0029762,Methyl (S)-2-Methylbutanoate,CCC(C)C(=O)OC,ok
HMDB0030028,Ethyl isovalerate,CCOC(=O)CC(C)C,ok
HMDB0030052,Butyl propionate,CCCCOC(=O)CC,ok
HMDB0030058,Ethyl propionate,CCOC(=O)CC,ok
HMDB0030059,Propyl propionate,CCCOC(=O)CC,ok
HMDB0030062,Methyl propionate,CCC(=O)OC,ok
HMDB0031019,2-Dodecanone,CCCCCCCCCCC(C)=O,ok
HMDB0031206,Pentanal,CCCCC=O,ok
HMDB0031207,Methyl pentanoate,CCCCC(=O)OC,ok
HMDB0031217,Ethyl acetate,CCOC(C)=O,ok
HMDB0031230,2-Ethylhexanoic acid,CCCCC(CC)C(O)=O,ok
HMDB0031231,xi-2-Ethyl-1-hexanol,CCCCC(CC)CO,ok
HMDB0031243,2-Methylpropanal,CC(C)C=O,ok
HMDB0031265,1-Nonanol,CCCCCCCCCO,ok
HMDB0031266,2-Nonanone,CCCCCCCC(C)=O,ok
HMDB0031294,2-Octanone,CCCCCCC(C)=O,ok
HMDB0031299,(R)-1-Octen-3-ol,CCCCCC(O)C=C,ok
HMDB0031317,Bis(methylthio)methane,CSCSC,ok
HMDB0031343,Methyl cyclohexanecarboxylate,COC(=O)C1CCCCC1,ok
HMDB0031409,2-Decanone,CCCCCCCCC(C)=O,ok
HMDB0031445,Undecane,CCCCCCCCCCC,ok
HMDB0031450,N-Decane,CCCCCCCCCC,ok
HMDB0031475,Heptanal,CCCCCCC=O,ok
HMDB0031482,3-Heptanone,CCCCC(=O)CC,ok
HMDB0031491,"2,3-Hexanedione",CCCC(=O)C(C)=O,ok
HMDB0031523,Methyl acetate,COC(C)=O,ok
HMDB0031525,(S)-2-Methylbutanal,CC[C@H](C)C=O,ok
HMDB0031526,(±)-2-Methylbutanal,CCC(C)C=O,ok
HMDB0031528,Isopentyl acetate,CC(C)CCOC(C)=O,ok
HMDB0031548,Dichloromethane,ClCCl,ok
HMDB0031549,5-Methyl-2-hexanone,CC(C)CCC(C)=O,ok
HMDB0031582,"6-Methyl-3,5-heptadien-2-one",CC(C)=C\C=C/C(C)=O,ok
HMDB0031598,"2,3-Pentanedione",CCC(=O)C(C)=O,ok
HMDB0031872,Methyl propyl disulfide,CCCSSC,ok
HMDB0032076,1-Methoxy-4-methylbenzene,COC1=CC=C(C)C=C1,ok
HMDB0032619,1-Phenylethanol,CC(O)C1=CC=CC=C1,ok
HMDB0032914,2-Furancarboxaldehyde,O=CC1=CC=CO1,ok
HMDB0032972,"2,6-Dimethylpyridine",CC1=CC=CC(C)=N1,ok
HMDB0032980,"3,4-Dimethylthiophene",CC1=CSC=C1C,ok
HMDB0033002,5-Methyl-2-furancarboxaldehyde,CC1=CC=C(O1)C=O,ok
HMDB0033119,3-Methylthiophene,CC1=CSC=C1,ok
HMDB0033167,Ethyl cyclohexanecarboxylate,CCOC(=O)C1CCCCC1,ok
HMDB0033182,"2,5-Dimethylfuran",CC1=CC=C(C)O1,ok
HMDB0033547,3-Octen-2-one,CCCC\C=C\C(C)=O,ok
HMDB0033620,Hexyl butyrate,CCCCCCOC(=O)CCC,ok
HMDB0033713,2-Undecanone,CCCCCCCCCC(C)=O,ok
HMDB0033844,beta-Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,ok
HMDB0033889,Ethyl butyrate,CCCC(=O)OCC,ok
HMDB0033890,Methyl butyrate,CCCC(=O)OC,ok
HMDB0033910,Acetophenone,CC(=O)C1=CC=CC=C1,ok
HMDB0033944,2-Phenylethanol,OCCC1=CC=CC=C1,ok
HMDB0034168,Toluene,CC1=CC=CC=C1,ok
HMDB0034220,Levoinositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,ok
HMDB0034233,2-Butenal,C\C=C\C=O,ok
HMDB0034235,2-Pentanone,CCCC(C)=O,ok
HMDB0034240,Styrene,C=CC1=CC=CC=C1,ok
HMDB0035226,2-Acetyl-5-methylfuran,CC(=O)C1=CC=C(C)O1,ok
HMDB0035238,Methyl hexanoate,CCCCCC(=O)OC,ok
HMDB0035289,"2,5-Dimethylpyrazine",CC1=CN=C(C)C=N1,ok
HMDB0035619,alpha-Carene,CC1=CCC2C(C1)C2(C)C,ok
HMDB0035765,p-Menthan-3-ol,CC(C)C1CCC(C)CC1O,ok
HMDB0035850,alpha-Phellandrene,CC(C)C1CC=C(C)C=C1,ok
HMDB0035915,Sulcatone,CC(C)=CCCC(C)=O,ok
HMDB0035924,Pyrrole,N1C=CC=C1,ok
HMDB0036081,beta-Phellandrene,CC(C)C1CCC(=C)C=C1,ok
HMDB0036100,"3,7-Dimethyl-1,6-octadien-3-ol",CC(C)=CCCC(C)(O)C=C,ok
HMDB0036209,Propyl 2-methylpropanoate,CCCOC(=O)C(C)C,ok
HMDB0036413,alpha-Cubebene,[H][C@]12[C@@H](CC[C@@H](C)[C@]11CC=C(C)[C@]21[H])C(C)C,ok
HMDB0036467,alpha-Humulene,C\C1=C/CC(C)(C)\C=C\C\C(C)=C\CC1,ok
HMDB0036574,Carbon disulfide,S=C=S,ok
HMDB0036792,beta-Caryophyllene,[H][C@]12CC(C)(C)[C@]1([H])CC\C(C)=C\CCC2=C,ok
HMDB0036994,Terpinolene,CC(C)=C1CCC(C)=CC1,ok
HMDB0037020,p-Menthan-1-ol,CC(C)C1CCC(C)(O)CC1,ok
HMDB0037050,1-Isopropyl-2-methylbenzene,CC(C)C1=CC=CC=C1C,ok
HMDB0037051,1-Isopropyl-3-methylbenzene,CC(C)C1=CC=CC(C)=C1,ok
HMDB0039095,Pentyl acetate,CCCCCOC(C)=O,ok
HMDB0039618,Propyl butyrate,CCCOC(=O)CCC,ok
HMDB0039620,Butyl butyrate,CCCCOC(=O)CCC,ok
HMDB0039843,S-Methyl 3-methylthiobutyrate,CSC(=O)CC(C)C,ok
HMDB0040272,2-Butylfuran,CCCCC1=CC=CO1,ok
HMDB0040297,Ethyl pentanoate,CCCCC(=O)OCC,ok
HMDB0040726,(±)-cis-Linalyl oxide,CC(C)(O)[C@H]1CC[C@](C)(O1)C=C,ok
HMDB0041389,Methyl 2-propenyl disulfide,CSSCC=C,ok
HMDB0041971,P-Dichlorobenzene,ClC1=CC=C(Cl)C=C1,ok
HMDB0059732,2-(2-Phenylacetoxy)propionylglycine,CCC(=O)NC(OC(=O)CC1=CC=CC=C1)C(O)=O,ok
HMDB0059773,S-3-oxodecanoyl cysteamine,CCCCCCCC(=O)CC(=O)SCCN,ok
HMDB0059810,m-Xylene,CC1=CC(C)=CC=C1,ok
HMDB0059835,Nonanal,CCCCCCCCC=O,ok
HMDB0059848,m-Ethyl_toluene,[H]C1=C([H])C(=C([H])C(=C1[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],ok
HMDB0059851,o-Xylene,CC1=CC=CC=C1C,ok
HMDB0059899,alpha-Methylstyrene,CC(=C)C1=CC=CC=C1,ok
HMDB0059901,Hemimellitene,CC1=CC=CC(C)=C1C,ok
HMDB0059905,Ethylbenzene,CCC1=CC=CC=C1,ok
HMDB0059907,Tetradecane,CCCCCCCCCCCCCC,ok
HMDB0059924,p-Xylene,CC1=CC=C(C)C=C1,ok
HMDB0060602,N-acetyl-5-aminosalicylic acid,CC(=O)NC1=CC=C(O)C(=C1)C(O)=O,ok
HMDB0061851,alpha-Copaene,CC(C)[C@@H]1CC[C@]2(C)[C@H]3CC=C(C)[C@@H]2[C@@H]13,ok
HMDB0061869,Acetonitrile,CC#N,ok
HMDB0061892,2-Heptene,[H]\C(C)=C(/[H])CCCC,ok
HMDB0094666,Nonyl cyclopropane,CCCCCCCCCC1CC1,ok
